  1.0    20
  2.0    26
  3.0    29
  4.0    24
  5.0    29
  6.0    30
  7.0    30
  8.0    22
  9.0    23
 10.0    24
 11.0    31
 12.0    25
 13.0    34
 14.0    25
 15.0    32
 16.0    22
 17.0    29
 18.0    31
 19.0    51
 20.0    30
 21.0    28
 22.0    29
 23.0    37
 24.0    37
 25.0    40
 26.0    42
 27.0    39
 28.0    26
 29.0    33
 30.0    33
 31.0    42
 32.0    41
 33.0    48
 34.0    29
 35.0    46
 36.0    49
 37.0    44
 38.0    46
 39.0    53
 40.0    45
 41.0    41
 42.0    52
 43.0    57
 44.0    50
 45.0    51
 46.0    44
 47.0    40
 48.0    51
 49.0    69
 50.0    59
 51.0    58
 52.0    50
 53.0    56
 54.0    49
 55.0    59
 56.0    63
 57.0    54
 58.0    56
 59.0    52
 60.0    73
 61.0    67
 62.0    84
 63.0    57
 64.0    61
 65.0    77
 66.0    81
 67.0    79
 68.0    86
 69.0   104
 70.0    91
 71.0    96
 72.0    89
 73.0    78
 74.0    88
 75.0    73
 76.0    87
 77.0    77
 78.0    98
 79.0    76
 80.0   114
 81.0   101
 82.0   100
 83.0   103
 84.0   104
 85.0   110
 86.0   120
 87.0   107
 88.0   102
 89.0   112
 90.0    98
 91.0   109
 92.0   120
 93.0   124
 94.0   125
 95.0   115
 96.0   122
 97.0   137
 98.0   146
 99.0   123
100.0   127
