  1.0    29
  2.0    28
  3.0    27
  4.0    29
  5.0    23
  6.0    27
  7.0    17
  8.0    32
  9.0    32
 10.0    27
 11.0    25
 12.0    20
 13.0    30
 14.0    31
 15.0    32
 16.0    22
 17.0    36
 18.0    32
 19.0    25
 20.0    28
 21.0    28
 22.0    29
 23.0    28
 24.0    27
 25.0    33
 26.0    27
 27.0    39
 28.0    34
 29.0    41
 30.0    39
 31.0    42
 32.0    53
 33.0    26
 34.0    35
 35.0    50
 36.0    37
 37.0    41
 38.0    30
 39.0    25
 40.0    55
 41.0    46
 42.0    43
 43.0    65
 44.0    61
 45.0    47
 46.0    44
 47.0    44
 48.0    51
 49.0    55
 50.0    43
 51.0    48
 52.0    65
 53.0    58
 54.0    68
 55.0    45
 56.0    61
 57.0    61
 58.0    72
 59.0    63
 60.0    69
 61.0    51
 62.0    77
 63.0    62
 64.0    64
 65.0    84
 66.0    73
 67.0    78
 68.0    57
 69.0    88
 70.0    89
 71.0    73
 72.0    95
 73.0    76
 74.0    80
 75.0    89
 76.0    97
 77.0   105
 78.0    80
 79.0   102
 80.0    82
 81.0    86
 82.0   102
 83.0    98
 84.0    84
 85.0   113
 86.0   109
 87.0   121
 88.0    96
 89.0   112
 90.0   119
 91.0    95
 92.0   105
 93.0   129
 94.0   126
 95.0   120
 96.0   122
 97.0   125
 98.0   122
 99.0   137
100.0   114
