  1.0    35
  2.0    28
  3.0    21
  4.0    25
  5.0    25
  6.0    41
  7.0    24
  8.0    26
  9.0    30
 10.0    30
 11.0    22
 12.0    33
 13.0    18
 14.0    22
 15.0    26
 16.0    33
 17.0    36
 18.0    27
 19.0    31
 20.0    30
 21.0    30
 22.0    38
 23.0    38
 24.0    32
 25.0    39
 26.0    35
 27.0    50
 28.0    27
 29.0    35
 30.0    27
 31.0    30
 32.0    43
 33.0    37
 34.0    39
 35.0    46
 36.0    45
 37.0    37
 38.0    42
 39.0    46
 40.0    32
 41.0    37
 42.0    46
 43.0    30
 44.0    52
 45.0    36
 46.0    47
 47.0    48
 48.0    55
 49.0    45
 50.0    57
 51.0    49
 52.0    51
 53.0    60
 54.0    51
 55.0    62
 56.0    64
 57.0    69
 58.0    65
 59.0    72
 60.0    55
 61.0    82
 62.0    65
 63.0    69
 64.0    91
 65.0    65
 66.0    94
 67.0    79
 68.0   104
 69.0    96
 70.0    99
 71.0    95
 72.0    76
 73.0    63
 74.0    74
 75.0    96
 76.0    88
 77.0    96
 78.0    94
 79.0    87
 80.0   100
 81.0   100
 82.0    86
 83.0    84
 84.0   111
 85.0   104
 86.0   108
 87.0   102
 88.0   110
 89.0   118
 90.0   120
 91.0   140
 92.0   110
 93.0   111
 94.0   118
 95.0   137
 96.0   120
 97.0   132
 98.0   131
 99.0   140
100.0   134
