  1.0    26
  2.0    33
  3.0    30
  4.0    22
  5.0    25
  6.0    19
  7.0    34
  8.0    28
  9.0    35
 10.0    25
 11.0    33
 12.0    34
 13.0    34
 14.0    30
 15.0    26
 16.0    28
 17.0    28
 18.0    26
 19.0    26
 20.0    33
 21.0    34
 22.0    30
 23.0    33
 24.0    31
 25.0    35
 26.0    36
 27.0    41
 28.0    50
 29.0    30
 30.0    39
 31.0    33
 32.0    35
 33.0    39
 34.0    35
 35.0    47
 36.0    37
 37.0    46
 38.0    41
 39.0    37
 40.0    37
 41.0    49
 42.0    47
 43.0    65
 44.0    55
 45.0    65
 46.0    44
 47.0    53
 48.0    49
 49.0    59
 50.0    62
 51.0    59
 52.0    59
 53.0    59
 54.0    51
 55.0    62
 56.0    54
 57.0    64
 58.0    68
 59.0    62
 60.0    55
 61.0    72
 62.0    63
 63.0    57
 64.0    65
 65.0    69
 66.0    64
 67.0    68
 68.0    80
 69.0   102
 70.0    89
 71.0    82
 72.0    87
 73.0    84
 74.0    87
 75.0    77
 76.0    79
 77.0    75
 78.0    99
 79.0    97
 80.0   112
 81.0    93
 82.0    99
 83.0   100
 84.0    85
 85.0    89
 86.0   114
 87.0    99
 88.0   110
 89.0   107
 90.0   115
 91.0   132
 92.0   106
 93.0   102
 94.0   116
 95.0   136
 96.0   134
 97.0   106
 98.0   115
 99.0   134
100.0   117
