  1.0    23
  2.0    33
  3.0    21
  4.0    37
  5.0    28
  6.0    20
  7.0    34
  8.0    31
  9.0    25
 10.0    33
 11.0    28
 12.0    34
 13.0    32
 14.0    37
 15.0    27
 16.0    31
 17.0    29
 18.0    27
 19.0    14
 20.0    37
 21.0    24
 22.0    37
 23.0    35
 24.0    21
 25.0    34
 26.0    35
 27.0    41
 28.0    34
 29.0    43
 30.0    35
 31.0    30
 32.0    39
 33.0    42
 34.0    54
 35.0    41
 36.0    40
 37.0    39
 38.0    27
 39.0    52
 40.0    44
 41.0    45
 42.0    39
 43.0    45
 44.0    51
 45.0    46
 46.0    50
 47.0    54
 48.0    38
 49.0    67
 50.0    51
 51.0    54
 52.0    71
 53.0    50
 54.0    47
 55.0    47
 56.0    46
 57.0    71
 58.0    71
 59.0    53
 60.0    68
 61.0    73
 62.0    63
 63.0    77
 64.0    70
 65.0    73
 66.0    92
 67.0    92
 68.0    74
 69.0    89
 70.0    83
 71.0    84
 72.0   100
 73.0    80
 74.0   106
 75.0    90
 76.0    82
 77.0    94
 78.0   100
 79.0    77
 80.0    74
 81.0    94
 82.0    93
 83.0    87
 84.0   105
 85.0    86
 86.0    86
 87.0   113
 88.0   104
 89.0   106
 90.0   121
 91.0   111
 92.0   100
 93.0    95
 94.0   104
 95.0   130
 96.0   153
 97.0   118
 98.0   107
 99.0   134
100.0   130
