  1.0    38
  2.0    25
  3.0    25
  4.0    25
  5.0    34
  6.0    22
  7.0    30
  8.0    34
  9.0    43
 10.0    32
 11.0    32
 12.0    21
 13.0    38
 14.0    34
 15.0    22
 16.0    33
 17.0    25
 18.0    20
 19.0    27
 20.0    28
 21.0    30
 22.0    34
 23.0    36
 24.0    38
 25.0    33
 26.0    27
 27.0    37
 28.0    37
 29.0    33
 30.0    27
 31.0    20
 32.0    36
 33.0    40
 34.0    46
 35.0    33
 36.0    44
 37.0    28
 38.0    47
 39.0    40
 40.0    33
 41.0    46
 42.0    45
 43.0    47
 44.0    36
 45.0    43
 46.0    59
 47.0    43
 48.0    55
 49.0    54
 50.0    47
 51.0    41
 52.0    50
 53.0    67
 54.0    64
 55.0    56
 56.0    71
 57.0    60
 58.0    63
 59.0    76
 60.0    60
 61.0    80
 62.0    71
 63.0    77
 64.0    64
 65.0   105
 66.0    92
 67.0    78
 68.0    86
 69.0    85
 70.0    77
 71.0   115
 72.0    90
 73.0    93
 74.0    78
 75.0    76
 76.0    83
 77.0    88
 78.0    94
 79.0    82
 80.0    99
 81.0   107
 82.0   100
 83.0    90
 84.0    94
 85.0   104
 86.0    78
 87.0   105
 88.0   102
 89.0    84
 90.0   116
 91.0   112
 92.0   115
 93.0   104
 94.0   113
 95.0   111
 96.0   158
 97.0   131
 98.0   142
 99.0   136
100.0   156
