  1.0    28
  2.0    26
  3.0    24
  4.0    19
  5.0    30
  6.0    30
  7.0    23
  8.0    32
  9.0    24
 10.0    26
 11.0    37
 12.0    40
 13.0    23
 14.0    36
 15.0    35
 16.0    33
 17.0    26
 18.0    42
 19.0    25
 20.0    41
 21.0    35
 22.0    44
 23.0    30
 24.0    28
 25.0    24
 26.0    32
 27.0    24
 28.0    36
 29.0    33
 30.0    45
 31.0    32
 32.0    46
 33.0    47
 34.0    52
 35.0    46
 36.0    41
 37.0    47
 38.0    41
 39.0    38
 40.0    41
 41.0    41
 42.0    29
 43.0    45
 44.0    54
 45.0    47
 46.0    65
 47.0    53
 48.0    67
 49.0    55
 50.0    48
 51.0    48
 52.0    63
 53.0    55
 54.0    63
 55.0    67
 56.0    54
 57.0    64
 58.0    57
 59.0    74
 60.0    69
 61.0    53
 62.0    65
 63.0    76
 64.0    59
 65.0    82
 66.0    92
 67.0    85
 68.0    98
 69.0    94
 70.0    81
 71.0    95
 72.0    91
 73.0    91
 74.0    89
 75.0    76
 76.0   100
 77.0   100
 78.0    86
 79.0    82
 80.0   105
 81.0   100
 82.0   102
 83.0   108
 84.0   109
 85.0   130
 86.0   109
 87.0    91
 88.0   114
 89.0   104
 90.0    92
 91.0   109
 92.0   124
 93.0   126
 94.0   119
 95.0   127
 96.0   121
 97.0   113
 98.0   134
 99.0   110
100.0   137
